original_name,clean_name,weight,unit,packaging_type
P/S BC Muối Hồng (Cái),P/S BC Muối Hồng,,,Cái
P/S BC Trẻ Em Từ 7 Tuổi (Vỉ),P/S BC Trẻ Em Từ 7 Tuổi,,,Vỉ
P/S BCĐR Than Bạc  (Cây),P/S BCĐR Than Bạc,,,Cây
Pate cô Kim Loan (Hộp),Pate cô Kim Loan,,,Hộp
Pepsi Black Chanh Lon 320ml (Lon),Pepsi Black Chanh Lon,320.0,ml,Lon
Pepsi Chai nhựa 1500ml (Chai),Pepsi Chai nhựa,1500.0,ml,Chai
Pepsi Lon 235ml (Lon),Pepsi Lon,235.0,ml,Lon
Pepsi Lon 320ml (Lon),Pepsi Lon,320.0,ml,Lon
Pho mai que Era  14c (Hộp),Pho mai que Era 14c,,,Hộp
Phomai Mozza bào kg (Gói),Phomai Mozza bào kg,,,Gói
Phong bì Keo dán sẵn (TẬP),Phong bì Keo dán sẵn,,,TẬP
Phong bì loại ít (Túi),Phong bì loại ít,,,Túi
Pin Panasonic 2A vỉ 4 viên (Vỉ),Pin Panasonic 2A vỉ 4 viên,,,Vỉ
Pin Panasonic R6DT/4S-AA (Vỉ),Pin Panasonic R6DT/4S-AA,,,Vỉ
Pin Panasonic hyper LP (ĐÔI),Pin Panasonic hyper LP,,,ĐÔI
Pin con thỏ vỉ AA 4 viên (Vỉ),Pin con thỏ vỉ AA 4 viên,,,Vỉ
Poca Banh Phong Tom 29g (Gói),Poca Banh Phong Tom,29.0,g,Gói
Poca Dau phong da ca Nuoc cot dua 28g (Gói),Poca Dau phong da ca Nuoc cot dua,28.0,g,Gói
Poca Snack Hinh Cua vi Tao Bien Nori 30g (Gói),Poca Snack Hinh Cua vi Tao Bien Nori,30.0,g,Gói
Poca Snack Hinh Cua vi Thit Nuong BBQ 30g (Gói),Poca Snack Hinh Cua vi Thit Nuong BBQ,30.0,g,Gói
Poca vi Bo Luc Lac Promo 30g (Gói),Poca vi Bo Luc Lac Promo,30.0,g,Gói
Poca vi Ga Quay Da Gion Promo 30g (Gói),Poca vi Ga Quay Da Gion Promo,30.0,g,Gói
Poca vi Muc Cay Dac Biet Promo 30g (Gói),Poca vi Muc Cay Dac Biet Promo,30.0,g,Gói
Rổ hoa quả ovan 1066CC (Cái),Rổ hoa quả ovan 1066CC,,,Cái
Rổ trái cây viola (Cái),Rổ trái cây viola,,,Cái
SHIKA BÁNH MÌ TƯƠI KEM SỮA CHUA (Gói),SHIKA BÁNH MÌ TƯƠI KEM SỮA CHUA,,,Gói
SLIDE-CHEESE 145g (Cái),SLIDE-CHEESE,145.0,g,Cái
SON NIVEA DUONG AM 4.8g (Thỏi),SON NIVEA DUONG AM,4.8,g,Thỏi
SRM NIVEA MEN EXT.BRIGHT MUD 100g (Tuýp),SRM NIVEA MEN EXT.BRIGHT MUD,100.0,g,Tuýp
STC Dâu Mistori 110ml (hộp),STC Dâu Mistori,110.0,ml,hộp
STTT Có đường TH True Milk 1L (Hộp),STTT Có đường TH True Milk,1.0,l,Hộp
STTT Nguyên chất TH True Milk 1L (Hộp),STTT Nguyên chất TH True Milk,1.0,l,Hộp
STTT Ít đường TH True Milk 1L  (Hộp),STTT Ít đường TH True Milk,1.0,l,Hộp
SUTIKI NRC hương trà xanh túi 2.8Kg (Túi),SUTIKI NRC hương trà xanh túi,2.8,kg,Túi
Sauce xá xíu gói 70ml (Cái),Sauce xá xíu gói,70.0,ml,Cái
Set cơm lam thịt gác bếp (Set),Set cơm lam thịt gác bếp,,,Set
Slide Original 90g (Cái),Slide Original,90.0,g,Cái
Snack Lays Stax Khoai Tay Nuong vi Kem Chua va Hanh Tay 100g (Ống),Snack Lays Stax Khoai Tay Nuong vi Kem Chua va Hanh Tay,100.0,g,Ống
Snack Lays Stax Khoai Tay Nuong vi Muc Sot Cay 100g (Ống),Snack Lays Stax Khoai Tay Nuong vi Muc Sot Cay,100.0,g,Ống
Snack Lays Stax Khoai Tay Nuong vi Tom Hum Nuong ngũ vị 100g (Ống),Snack Lays Stax Khoai Tay Nuong vi Tom Hum Nuong ngũ vị,100.0,g,Ống
Snack Lays Stax Khoai Tay Nuong vi Tu Nhien 100g (Ống),Snack Lays Stax Khoai Tay Nuong vi Tu Nhien,100.0,g,Ống
Snack mái tôn (Gói),Snack mái tôn,,,Gói
Snack sò hành (Gói),Snack sò hành,,,Gói
St bloom xecxy (đỏ) (Chai),St bloom xecxy (đỏ),,,Chai
Sting Dâu tây đỏ Chai nhựa 330ml (Chai),Sting Dâu tây đỏ Chai nhựa,330.0,ml,Chai
Sting Vàng Chai nhựa 330ml (Chai),Sting Vàng Chai nhựa,330.0,ml,Chai
Sài gòn dưa lưới (Bao),Sài gòn dưa lưới,,,Bao
Sài gòn đào (Bao),Sài gòn đào,,,Bao
Sáp thơm AMBI  Hoa Hồng 180g (Hộp),Sáp thơm AMBI Hoa Hồng,180.0,g,Hộp
Sáp thơm AMBI  Oải Hương 180g (Hộp),Sáp thơm AMBI Oải Hương,180.0,g,Hộp
Sáp thơm AMBI  Thư giãn 180g (Hộp),Sáp thơm AMBI Thư giãn,180.0,g,Hộp
Sáp thơm Ambi  huyền bí 180g (Hộp),Sáp thơm Ambi huyền bí,180.0,g,Hộp
Sốt me chua ngọt (Cái),Sốt me chua ngọt,,,Cái
Sốt Ướp Thịt BBQ (Cái),Sốt Ướp Thịt BBQ,,,Cái
Sữa Nan Nga số 2 800g (Lon),Sữa Nan Nga số 2,800.0,g,Lon
Sữa hạnh nhân TH True NUT 180ml (Hộp),Sữa hạnh nhân TH True NUT,180.0,ml,Hộp
Sữa tươi KĐ VNM 1L (Hộp),Sữa tươi KĐ VNM,1.0,l,Hộp
TRÀ TẮC TỰ NHIÊN THTRUETEA 350ml (Chai),TRÀ TẮC TỰ NHIÊN THTRUETEA,350.0,ml,Chai
Tea+ Trà Ô Long Chai nhựa 450ml (Chai),Tea+ Trà Ô Long Chai nhựa,450.0,ml,Chai
Tea+ Trà Ô Long Chanh Chai nhựa 450ml (Chai),Tea+ Trà Ô Long Chanh Chai nhựa,450.0,ml,Chai
Thau Hasu 5.6 Tấc (Cái),Thau Hasu 5.6 Tấc,,,Cái
Thau hasu 3.2 Tấc (Cái),Thau hasu 3.2 Tấc,,,Cái
Thuốc Sài Gòn bấm xoài (Bao),Thuốc Sài Gòn bấm xoài,,,Bao
Thuốc lá 3 số (Bao),Thuốc lá 3 số,,,Bao
Thuốc lá Camel bấm TRà đen (Bao),Thuốc lá Camel bấm TRà đen,,,Bao
Thuốc lá Camel xanh vị dưa hấu 1 bấm (Bao),Thuốc lá Camel xanh vị dưa hấu 1 bấm,,,Bao
Thuốc lá Camel điếu nhỏ (Bao),Thuốc lá Camel điếu nhỏ,,,Bao
Thuốc lá Kent (Bao),Thuốc lá Kent,,,Bao
Thuốc lá Marlboro trắng (Bao),Thuốc lá Marlboro trắng,,,Bao
Thuốc lá Ngựa trắng (Bao),Thuốc lá Ngựa trắng,,,Bao
Thuốc lá Sài Gòn bạc hà xanh (Bao),Thuốc lá Sài Gòn bạc hà xanh,,,Bao
Thuốc lá Sài Gòn bạc trắng (Bao),Thuốc lá Sài Gòn bạc trắng,,,Bao
Thuốc lá Thăng Long Mềm (Bao),Thuốc lá Thăng Long Mềm,,,Bao
Thuốc lá Thăng Long bao cứng (Bao),Thuốc lá Thăng Long bao cứng,,,Bao
Thuốc lá Thăng Long bao dẹt (Bao),Thuốc lá Thăng Long bao dẹt,,,Bao
Thuốc lá Vinataba (Bao),Thuốc lá Vinataba,,,Bao
Thước kẻ màu cực quang 30cm  (Chiếc),Thước kẻ màu cực quang 30cm,,,Chiếc
Thạch sữa chua natty túi 432g (Gói),Thạch sữa chua natty túi,432.0,g,Gói
Thịt chưng mắm tép (Hộp),Thịt chưng mắm tép,,,Hộp
Thịt khô bò miếng BMM 170g (Hộp),Thịt khô bò miếng BMM,170.0,g,Hộp
Tipo Cracker Rau Củ Chà Bông 265g (Hộp),Tipo Cracker Rau Củ Chà Bông,265.0,g,Hộp
Tiêu (Kg),Tiêu,,,Kg
Tiêu lọ (Lọ),Tiêu lọ,,,Lọ
Trà Cozy Nhúng Dâu (Hộp),Trà Cozy Nhúng Dâu,,,Hộp
Trứng gà 10 quả (Quả),Trứng gà 10 quả,,,Quả
Trứng gà ăn liền Devi túi 10 quả - vị Cay (Quả),Trứng gà ăn liền Devi túi 10 quả - vị Cay,,,Quả
Trứng gà ăn liền Devi túi 10 quả - vị Thường (Quả),Trứng gà ăn liền Devi túi 10 quả - vị Thường,,,Quả
Trứng gà ăn liền Devi vị xì dầu túi 10 quả (Quả),Trứng gà ăn liền Devi vị xì dầu túi 10 quả,,,Quả
Trứng vịt 10 quả (Quả),Trứng vịt 10 quả,,,Quả
Twister Cam Lon 320ml (Lon),Twister Cam Lon,320.0,ml,Lon
Táo Đỏ Thủy Tinh Bé (Lọ),Táo Đỏ Thủy Tinh Bé,,,Lọ
Tô giấy có nắp (Cái),Tô giấy có nắp,,,Cái
Túi Zipper người lớn 200 que (Túi),Túi Zipper người lớn 200 que,,,Túi
Túi rác Family Deli (Bịch),Túi rác Family Deli,,,Bịch
Tăm chỉ nha khoa NAVI hộp 50 (Hộp),Tăm chỉ nha khoa NAVI hộp 50,,,Hộp
Tăm chỉ nha khoa NaVi túi 80 (Gói),Tăm chỉ nha khoa NaVi túi 80,,,Gói
Tăm cục tròn (Cuộn),Tăm cục tròn,,,Cuộn
Tăm vip Á Đông (Gói),Tăm vip Á Đông,,,Gói
"Tương ớt pet 2,1 Kg (Chai)",Tương ớt pet,2.1,kg,Chai
Tẩy màu hình kem 71122 (Chiếc),Tẩy màu hình kem 71122,,,Chiếc
V10516 Mì Bò Hầm Lốc 8 (Gói),V10516 Mì Bò Hầm Lốc 8,,,Gói
V10523 Mì Ly Ăn Liền -Mì Xốt Tương Đen (Ly),V10523 Mì Ly Ăn Liền -Mì Xốt Tương Đen,,,Ly
V10529 MÌ LY ĂN LIỀN- MÌ YEUL CAY (Ly),V10529 MÌ LY ĂN LIỀN- MÌ YEUL CAY,,,Ly
V10531 MÌ LY ĂN LIỀN- MÌ KIM CHI (Ly),V10531 MÌ LY ĂN LIỀN- MÌ KIM CHI,,,Ly
V10593 Mini Mì Trộn Phô Mai 75g (Gói),V10593 Mini Mì Trộn Phô Mai,75.0,g,Gói
V10623 MÌ TÔ ĂN LIỀN - MÌ JIN CAY (Bát),V10623 MÌ TÔ ĂN LIỀN - MÌ JIN CAY,,,Bát
VI CAN VANG+XANH FLEXI (12X1X24) (Cái),VI CAN VANG+XANH FLEXI (12X1X24),,,Cái
Viên Thả Lẩu Trộn Vị (Gói),Viên Thả Lẩu Trộn Vị,,,Gói
Vỉ 4 xe ô tô 3619 (Vỉ),Vỉ 4 xe ô tô 3619,,,Vỉ
XOÀI SẤY MUỐI ỚT KIM BẢO 200g (Gói),XOÀI SẤY MUỐI ỚT KIM BẢO,200.0,g,Gói
XX bi 500g (Gói),XX bi,500.0,g,Gói
Xe cẩu đại 81cái (Cái),Xe cẩu đại 81cái,,,Cái
Xe Ủi đại 72cái (Cái),Xe Ủi đại 72cái,,,Cái
XÀ BÔNG BLOOM NĂNG ĐỘNG (Cái),XÀ BÔNG BLOOM NĂNG ĐỘNG,,,Cái
Xúc xích lốc xoáy 500g (Gói),Xúc xích lốc xoáy,500.0,g,Gói
"Yến Nuvi chưng sâm ngọc linh, HỘP QUÀ 150ml (Cái)","Yến Nuvi chưng sâm ngọc linh, HỘP QUÀ",150.0,ml,Cái
"Yến Nuvi chưng đông trùng, HỘP QUÀ 150ml (Cái)","Yến Nuvi chưng đông trùng, HỘP QUÀ",150.0,ml,Cái
"Yến Nuvi chưng đông trùng, hũ 150ml (Cái)","Yến Nuvi chưng đông trùng, hũ",150.0,ml,Cái
"Yến Nuvi chưng đường phèn, HỘP QUÀ 70ml (Cái)","Yến Nuvi chưng đường phèn, HỘP QUÀ",70.0,ml,Cái
Yến mạch tròn Sữa Túi 250g (Túi),Yến mạch tròn Sữa Túi,250.0,g,Túi
Yến sào collagen (Lốc),Yến sào collagen,,,Lốc
ZESTY NG hương ngàn hoa can tím 5L (Can),ZESTY NG hương ngàn hoa can tím,5.0,l,Can
Bò kho xốt vang (Cái),Bò kho xốt vang,,,Cái
Bộ bài (Bộ),Bộ bài,,,Bộ
Gà ác tiềm thuốc bắc (Set),Gà ác tiềm thuốc bắc,,,Set
Hoa ngọc lan bột mỳ cao cấp (Cái),Hoa ngọc lan bột mỳ cao cấp,,,Cái
Nhíp vàng (Cái),Nhíp vàng,,,Cái
Pin panasonic AAA (Viên),Pin panasonic AAA,,,Viên
Viên thả lẩu trứng tôm (Túi),Viên thả lẩu trứng tôm,,,Túi
Áo mưa Ngọc Ánh trong suốt (CÁI),Áo mưa Ngọc Ánh trong suốt,,,CÁI
Áo mưa siêu bền (Bộ),Áo mưa siêu bền,,,Bộ
Điều tinh tuyển thủy tinh bé (Lọ),Điều tinh tuyển thủy tinh bé,,,Lọ
Điện thoại pikachu (Cái),Điện thoại pikachu,,,Cái
"Đũa kèm tăm, giấy (Gói)","Đũa kèm tăm, giấy",,,Gói
Đường Kinh trắng 1Kg (Gói),Đường Kinh trắng,1.0,kg,Gói
Đồ uống COKE 320ml (Lon),Đồ uống COKE,320.0,ml,Lon
đường phèn nguyên chất lam sơn (Gói),đường phèn nguyên chất lam sơn,,,Gói
Ống hút màu (Túi),Ống hút màu,,,Túi
AL Eclairs 63.7g (Gói),AL Eclairs,63.7,g,Gói
AL Jelly Biển xanh 24g (Gói),AL Jelly Biển xanh,24.0,g,Gói
AL Jelly Tim đào 24g (Gói),AL Jelly Tim đào,24.0,g,Gói
AL Kẹo Mềm Caramel và Sữa 206.5g (Gói),AL Kẹo Mềm Caramel và Sữa,206.5,g,Gói
AL Kẹo dẻo Tim Nho 24g (Gói),AL Kẹo dẻo Tim Nho,24.0,g,Gói
AMBI Xịt phòng hương chanh chai 300ml (Chai),AMBI Xịt phòng hương chanh chai,300.0,ml,Chai
ANDY Kẹo dẻo bắp nhân chảy to 900g (Gói),ANDY Kẹo dẻo bắp nhân chảy to,900.0,g,Gói
Ajinomoto 2kg (Gói),Ajinomoto,2.0,kg,Gói
Ambi Sáp thơm hương chanh 180g (Hộp),Ambi Sáp thơm hương chanh,180.0,g,Hộp
Andy Kẹo Xoài Chín bóc vỏ gói 400g (Gói),Andy Kẹo Xoài Chín bóc vỏ gói,400.0,g,Gói
Andy Kẹo dẻo xoài Chín cốt trái cây bóc vỏ 270g (Gói),Andy Kẹo dẻo xoài Chín cốt trái cây bóc vỏ,270.0,g,Gói
BIMUNICA sản phẩm tắm gội cho gia đình 500ml (Chai),BIMUNICA sản phẩm tắm gội cho gia đình,500.0,ml,Chai
Ba chỉ bò cuộn khay đen 500g (Khay),Ba chỉ bò cuộn khay đen,500.0,g,Khay
Ba Đình Kẹo S.C nhân trái cây kingfruits 800g (Gói),Ba Đình Kẹo S.C nhân trái cây kingfruits,800.0,g,Gói
Belgi Bánh Trứng sữa (KM 4 chiếc X20 túi) 250g (Gói),Belgi Bánh Trứng sữa (KM 4 chiếc X20 túi),250.0,g,Gói
Bia 333 lon 330ml (Lon),Bia 333 lon,330.0,ml,Lon
Bia Hà Nội Lon 330ml (Lon),Bia Hà Nội Lon,330.0,ml,Lon
Bia K Blanc lon 330ml (Lon),Bia K Blanc lon,330.0,ml,Lon
Bia Tiger xanh lon bạc Crystal lon cao 330ml (Cái),Bia Tiger xanh lon bạc Crystal lon cao,330.0,ml,Cái
Bia lon Budweiser 330ml (Lon),Bia lon Budweiser,330.0,ml,Lon
Bia lon Saigon Lager 330ml (Lon),Bia lon Saigon Lager,330.0,ml,Lon
Bia lon Trúc Bạch Sleek 330ml (Lon),Bia lon Trúc Bạch Sleek,330.0,ml,Lon
Bim bim Swing bò nướng tiêu đen 30g (Gói),Bim bim Swing bò nướng tiêu đen,30.0,g,Gói
Bim bim tăm cay lạc hồng vr2 25g (Gói),Bim bim tăm cay lạc hồng vr2,25.0,g,Gói
BÁNH TIPO KEM XỐP PHÔ MAI 300g (Hộp),BÁNH TIPO KEM XỐP PHÔ MAI,300.0,g,Hộp
Bánh BELGI trứng sữa mềm cốm dừa túi 230g (Gói),Bánh BELGI trứng sữa mềm cốm dừa túi,230.0,g,Gói
Bánh Belgi TS mềm socola 230g (Gói),Bánh Belgi TS mềm socola,230.0,g,Gói
Bánh Belgi TS mềm socola 230g (Túi),Bánh Belgi TS mềm socola,230.0,g,Túi
Bánh Belgi Vegetable and Cheese 278g (Gói),Bánh Belgi Vegetable and Cheese,278.0,g,Gói
Bánh Belgi trứng sữa mềm vị cốm dừa 230g (Gói),Bánh Belgi trứng sữa mềm vị cốm dừa,230.0,g,Gói
Bánh Creaker Popi 270g (Cái),Bánh Creaker Popi,270.0,g,Cái
Bánh Custas cốm 276g (Hộp),Bánh Custas cốm,276.0,g,Hộp
Bánh Danisa 200g (Hộp),Bánh Danisa,200.0,g,Hộp
Bánh Gạo Topokki Vị Cay ngọt 140g (Cái),Bánh Gạo Topokki Vị Cay ngọt,140.0,g,Cái
Bánh Gạo Topokki Vị Phomai 120g (Cái),Bánh Gạo Topokki Vị Phomai,120.0,g,Cái
Bánh Hạt Hình Thuyền 320g (Gói),Bánh Hạt Hình Thuyền,320.0,g,Gói
Bánh Kenju Kem dẻo 186g (Túi),Bánh Kenju Kem dẻo,186.0,g,Túi
Bánh Kenju vị tôm 192g (Gói),Bánh Kenju vị tôm,192.0,g,Gói
Bánh Khọt 270g (Gói),Bánh Khọt,270.0,g,Gói
Bánh Kita Cake kem bơ sữa 168g (Cái),Bánh Kita Cake kem bơ sữa,168.0,g,Cái
Bánh Lotte Chocolat 169.8g (Hộp),Bánh Lotte Chocolat,169.8,g,Hộp
Bánh Merry kem quế vị vani lon 200g (Hộp),Bánh Merry kem quế vị vani lon,200.0,g,Hộp
Bánh Nice hộp 264g (Cái),Bánh Nice hộp,264.0,g,Cái
Bánh Nice túi Vani 200g (Cái),Bánh Nice túi Vani,200.0,g,Cái
Bánh Pháp Challot HH túi 260g (Cái),Bánh Pháp Challot HH túi,260.0,g,Cái
Bánh Pháp Challot HH túi 260g (Gói),Bánh Pháp Challot HH túi,260.0,g,Gói
Bánh Sweetpie hộp âm dương 440g (Cái),Bánh Sweetpie hộp âm dương,440.0,g,Cái
Bánh TayoDip-Mayo 45g (Gói),Bánh TayoDip-Mayo,45.0,g,Gói
Bánh Toonies Choco 32g (Gói),Bánh Toonies Choco,32.0,g,Gói
Bánh Xốp Nabati vị phô mai 110g (Cái),Bánh Xốp Nabati vị phô mai,110.0,g,Cái
Bánh bông lan AXIANGQIN 360g (Gói),Bánh bông lan AXIANGQIN,360.0,g,Gói
Bánh calty quy bơ túi cam 90g (Túi),Bánh calty quy bơ túi cam,90.0,g,Túi
Bánh calty quy bơ túi dâu 90g (Túi),Bánh calty quy bơ túi dâu,90.0,g,Túi
Bánh chả zip to 310g (Gói),Bánh chả zip to,310.0,g,Gói
Bánh cookie hạnh nhân HT Richy lộc mã đáo_đỏ 156g (Hộp),Bánh cookie hạnh nhân HT Richy lộc mã đáo_đỏ,156.0,g,Hộp
Bánh cookies bơ thập Cẩm HT Richy_xanh 500g (Hộp),Bánh cookies bơ thập Cẩm HT Richy_xanh,500.0,g,Hộp
Bánh cookies bơ thập Cẩm HT Richy_đỏ 500g (Hộp),Bánh cookies bơ thập Cẩm HT Richy_đỏ,500.0,g,Hộp
Bánh cookies bơ thập cẩm HT Majestic hoa nhí_đỏ 310g (Hộp),Bánh cookies bơ thập cẩm HT Majestic hoa nhí_đỏ,310.0,g,Hộp
Bánh cookies bơ thập cẩm HT Majestic hoa nhí_vàng 310g (Hộp),Bánh cookies bơ thập cẩm HT Majestic hoa nhí_vàng,310.0,g,Hộp
Bánh cookies thập cẩm HT Majestic đồng tiền vàng 382g (Hộp),Bánh cookies thập cẩm HT Majestic đồng tiền vàng,382.0,g,Hộp
Bánh dừa Deli cà phê 165g (Gói),Bánh dừa Deli cà phê,165.0,g,Gói
Bánh dừa đậu phộng coconut Deli 170g (Gói),Bánh dừa đậu phộng coconut Deli,170.0,g,Gói
Bánh gạo Hàn Quốc 500g (Gói),Bánh gạo Hàn Quốc,500.0,g,Gói
Bánh gạo jinju Mật ong 100g (Gói),Bánh gạo jinju Mật ong,100.0,g,Gói
Bánh gạo sữa Miyaki 240g (Gói),Bánh gạo sữa Miyaki,240.0,g,Gói
Bánh gạo sữa Miyaki vị phomai 240g (Gói),Bánh gạo sữa Miyaki vị phomai,240.0,g,Gói
Bánh gạo sữa miyaki 240g (Gói),Bánh gạo sữa miyaki,240.0,g,Gói
Bánh gấu Koala Sô cô la 37g (Hộp),Bánh gấu Koala Sô cô la,37.0,g,Hộp
Bánh gọa sữa-vị sữa 112g (Gói),Bánh gọa sữa-vị sữa,112.0,g,Gói
Bánh hạt dinh dưỡng mix vị 206g (Gói),Bánh hạt dinh dưỡng mix vị,206.0,g,Gói
Bánh lương khô ăn kiêng 350g (Gói),Bánh lương khô ăn kiêng,350.0,g,Gói
Bánh mandu hải sản rau củ 350g (Gói),Bánh mandu hải sản rau củ,350.0,g,Gói
Bánh merry kem quế vị vani lon Đỏ 200g (Hộp),Bánh merry kem quế vị vani lon Đỏ,200.0,g,Hộp
Bánh mì Hamburger thịt bò ướp tiêu đen 85g (Gói(Bò Tiêu Đen)),Bánh mì Hamburger thịt bò ướp tiêu đen (Gói(Bò Tiêu Đen)),85.0,g,
Bánh mềm socala combo Pie 336g (Cái),Bánh mềm socala combo Pie,336.0,g,Cái
Bánh phồng tôm Sa Giang gói 100g (Gói),Bánh phồng tôm Sa Giang gói,100.0,g,Gói
Bánh que Toppo nhân kem dâu 40g (Hộp),Bánh que Toppo nhân kem dâu,40.0,g,Hộp
Bánh que choco choky phô mai 36g (Cái),Bánh que choco choky phô mai,36.0,g,Cái
Bánh que choco choky sầu riêng 36g (Gói),Bánh que choco choky sầu riêng,36.0,g,Gói
Bánh que choco choky trà xanh 36g (Gói),Bánh que choco choky trà xanh,36.0,g,Gói
Bánh que choco choky vị socola 36g (Gói),Bánh que choco choky vị socola,36.0,g,Gói
Bánh quy Kenju Nougat kem sữa HT Mã đáo Đỏ 217g (Hộp),Bánh quy Kenju Nougat kem sữa HT Mã đáo Đỏ,217.0,g,Hộp
Bánh quy Kenju rau củ túi 192g (Túi),Bánh quy Kenju rau củ túi,192.0,g,Túi
Bánh quy bơ Danisa 681g (Hộp),Bánh quy bơ Danisa,681.0,g,Hộp
Bánh quy rau củ HT (Richy lộc_vàng) 156g (Hộp),Bánh quy rau củ HT (Richy lộc_vàng),156.0,g,Hộp
Bánh quy rau củ HT (Richy lộc_xanh dương) 156g (Hộp),Bánh quy rau củ HT (Richy lộc_xanh dương),156.0,g,Hộp
Bánh quy đậu nành mè HG 120g (Hộp),Bánh quy đậu nành mè HG,120.0,g,Hộp
Bánh thập cẩm An Lộc HG Merry Đỏ 400g (Hộp),Bánh thập cẩm An Lộc HG Merry Đỏ,400.0,g,Hộp
Bánh thập cẩm Merry HT Mã đáo 334g (Hộp),Bánh thập cẩm Merry HT Mã đáo,334.0,g,Hộp
Bánh tráng Meizan 120g (Túi),Bánh tráng Meizan,120.0,g,Túi
Bánh trứng Tipo hộp 250g (Hộp),Bánh trứng Tipo hộp,250.0,g,Hộp
Bánh walys hộp 360g (Cái),Bánh walys hộp,360.0,g,Cái
Bánh đa cua tô 125g (Tô),Bánh đa cua tô,125.0,g,Tô
BánhCPIE Matcha 30g (Cái),BánhCPIE Matcha,30.0,g,Cái
"Bình xịt lưu hương chống thối chân, khử mùi giày XIMO 300ml (Chai)","Bình xịt lưu hương chống thối chân, khử mùi giày XIMO",300.0,ml,Chai
Bún bò huế 65g (Gói),Bún bò huế,65.0,g,Gói
Bún giò heo 65g (Gói),Bún giò heo,65.0,g,Gói
Bún khô Cao Bằng 500g (Túi),Bún khô Cao Bằng,500.0,g,Túi
Bún riêu cua 80g (Gói),Bún riêu cua,80.0,g,Gói
Bút xóa nước 12ml (Chiếc),Bút xóa nước,12.0,ml,Chiếc
Bơ thực vật cao cấp Meizan 200g (Hộp),Bơ thực vật cao cấp Meizan,200.0,g,Hộp
Bắp xóc mắm cay 200g (Gói),Bắp xóc mắm cay,200.0,g,Gói
Bỏng Ngô vị mật ong 110g (Cái),Bỏng Ngô vị mật ong,110.0,g,Cái
Bột Baking Soda 454g (Hộp),Bột Baking Soda,454.0,g,Hộp
Bột Lẩu Thái Aji-Quick 50g (Cái),Bột Lẩu Thái Aji-Quick,50.0,g,Cái
Bột bắp Meizan 150g (Gói),Bột bắp Meizan,150.0,g,Gói
Bột canh 14% 200g (Gói),Bột canh 14%,200.0,g,Gói
Bột canh Iốt H/C 190g (Gói),Bột canh Iốt H/C,190.0,g,Gói
Bột canh i-ốt Hải Châu 900g (Túi),Bột canh i-ốt Hải Châu,900.0,g,Túi
Bột chiên giòn Aji - Quick 150g (Gói),Bột chiên giòn Aji - Quick,150.0,g,Gói
Bột chiên giòn hiệu đồng tiền 1kg (Gói),Bột chiên giòn hiệu đồng tiền,1.0,kg,Gói
Bột ngọt AJI-NO-MOTO 1kg (Gói),Bột ngọt AJI-NO-MOTO,1.0,kg,Gói
Bột ngọt NT Vedan M 1000g (Gói),Bột ngọt NT Vedan M,1000.0,g,Gói
Bột rang muối 20g (Gói),Bột rang muối,20.0,g,Gói
Bột sắn dây Miền Bắc 500g (Túi),Bột sắn dây Miền Bắc,500.0,g,Túi
CC K.CaoSuThổi Play Tennis 18g (Thỏi),CC K.CaoSuThổi Play Tennis,18.0,g,Thỏi
CC K.Dẻo Sour Belt 1M 45g (Dây),CC K.Dẻo Sour Belt 1M,45.0,g,Dây
CC Kẹo Dẻo Cool Cola 24g (Gói),CC Kẹo Dẻo Cool Cola,24.0,g,Gói
CC Kẹo Dẻo MiniCrawlers 24g (Gói),CC Kẹo Dẻo MiniCrawlers,24.0,g,Gói
CC Kẹo Dẻo MiniTubes 24g (Gói),CC Kẹo Dẻo MiniTubes,24.0,g,Gói
CC Kẹo Dẻo Sour Belt 7g (Gói),CC Kẹo Dẻo Sour Belt,7.0,g,Gói
CC Kẹo Dẻo Sour Crawlers 90g (Gói),CC Kẹo Dẻo Sour Crawlers,90.0,g,Gói
CC Kẹo Dẻo SourBites 24g (Gói),CC Kẹo Dẻo SourBites,24.0,g,Gói
CC Kẹo Dẻo TopMix 24g (Gói),CC Kẹo Dẻo TopMix,24.0,g,Gói
CC Kẹo Mút Còi Thổi HươngDâu 15g (Cái),CC Kẹo Mút Còi Thổi HươngDâu,15.0,g,Cái
CC SourBelt Tết 105g (Hộp),CC SourBelt Tết,105.0,g,Hộp
CC kẹo mút Gum thổi hương cola 432g (Cái),CC kẹo mút Gum thổi hương cola,432.0,g,Cái
CC kẹo mút Gum thổi hương dâu 432g (Cái),CC kẹo mút Gum thổi hương dâu,432.0,g,Cái
CCBB K.CaoSu Thổi Tô Màu 27g (Hũ),CCBB K.CaoSu Thổi Tô Màu,27.0,g,Hũ
CCBB K.CsuThổi Shapeez 4.5g (Cái),CCBB K.CsuThổi Shapeez,4.5,g,Cái
CCBB Sploosh K.CaoSu thổi 3.4g (Cái),CCBB Sploosh K.CaoSu thổi,3.4,g,Cái
COSY Marie banh quy 240g (Cái),COSY Marie banh quy,240.0,g,Cái
Ca phe Highlands RTD Iced with milk 235ml (Lon),Ca phe Highlands RTD Iced with milk,235.0,ml,Lon
Cafe muối 20g (Hộp),Cafe muối,20.0,g,Hộp
Carlsberg Pilsner 330ml (Lon),Carlsberg Pilsner,330.0,ml,Lon
Cháo Sườn 70g (Gói),Cháo Sườn,70.0,g,Gói
